lon,lat,square,cost,category,street,ward,district,city,url
10.81872,106.69070,67,"2,1",can-ho-ban-chung-cu-3529,18 Đường Nguyên Hồng ,Phường 01,Quận Gò Vấp,TP.Hồ Chí Minh,http://www.muabannhadat.vn/can-ho-ban-chung-cu-3529/chi-voi-muc-luong-15-trieu-thang-ban-da-co-the-so-6326060
20.98349,105.82888,95,"2,28",can-ho-ban-chung-cu-3529,Nguyễn Cảnh Dị Đại Kim ,Phường Định Công,Quận Hoàng Mai,TP.Hà Nội,http://www.muabannhadat.vn/can-ho-ban-chung-cu-3529/vung-an-ninh-voi-smile-building-du-an-khu-nha-o-cu-6308171
10.81872,106.69070,67,"2,1",can-ho-ban-chung-cu-cao-cap-3530,18 Đường Nguyên Hồng ,Phường 01,Quận Gò Vấp,TP.Hồ Chí Minh,http://www.muabannhadat.vn/can-ho-ban-chung-cu-cao-cap-3530/co-hoi-cuoi-so-huu-can-ho-cc-2pn-2-1ty-vat-ngay-ph-6315373
10.80758,106.60452,64,1,can-ho-ban-chung-cu-3529, ,Phường Bình Hưng Hoà,Quận Bình Tân,TP.Hồ Chí Minh,http://www.muabannhadat.vn/can-ho-ban-chung-cu-3529/can-ho-dang-hoan-thien-gan-dam-sen-2pn-5510501
10.81828,106.69294,69,"2,2",can-ho-ban-chung-cu-cao-cap-3530,18 Đường Nguyên Hồng ,Phường 01,Quận Gò Vấp,TP.Hồ Chí Minh,http://www.muabannhadat.vn/can-ho-ban-chung-cu-cao-cap-3530/nhanh-tay-so-huu-ngay-can-ho-70m2-2pn-2-2ty-bao-va-6294435
10.80758,106.60452,64,"1,165",can-ho-ban-chung-cu-cao-cap-3530,Bình Long Ho Chi Minh City ,Phường Bình Hưng Hoà,Quận Bình Tân,TP.Hồ Chí Minh,http://www.muabannhadat.vn/can-ho-ban-chung-cu-cao-cap-3530/can-ho-gia-re-ho-tro-tra-gop-15-nam-canh-dam-sen-5110850
10.81872,106.69070,50,"1,7",can-ho-ban-chung-cu-cao-cap-3530,18 Đường Nguyên Hồng ,Phường 01,Quận Gò Vấp,TP.Hồ Chí Minh,http://www.muabannhadat.vn/can-ho-ban-chung-cu-cao-cap-3530/con-1-can-50m2-2pn-1-7ty-tang-16-ngay-dai-lo-pham-6298605
10.75560,106.71867,80,"2,7",can-ho-ban-chung-cu-cao-cap-3530,"504 Nguyễn Tất Thành, quận 4 TP HCM ",Phường 18,Quận 4,TP.Hồ Chí Minh,http://www.muabannhadat.vn/can-ho-ban-chung-cu-cao-cap-3530/can-ho-riva-park-2-9-ty-quan-4-nhan-nha-o-lien-tan-6309821
10.78230,106.70667,110,"5,9",can-ho-ban-chung-cu-cao-cap-3530,2 Tôn Đức Thắng ,Phường Bến Nghé,Quận 1,TP.Hồ Chí Minh,http://www.muabannhadat.vn/can-ho-ban-chung-cu-cao-cap-3530/thay-doi-nhu-cau-su-dung-toi-quyet-dinh-ban-lo-can-6308708
10.75512,106.71904,80,"2,9",can-ho-ban-chung-cu-cao-cap-3530,Nguyễn Tất Thành ,Phường 18,Quận 4,TP.Hồ Chí Minh,http://www.muabannhadat.vn/can-ho-ban-chung-cu-cao-cap-3530/mo-ban-can-ho-o-lien-riva-park-duong-nguyen-tat-th-6276418
10.75794,106.71771,80,"2,7",can-ho-ban-chung-cu-cao-cap-3530,mặt tiền Nguyễn Tất Thành ,Phường 18,Quận 4,TP.Hồ Chí Minh,http://www.muabannhadat.vn/can-ho-ban-chung-cu-cao-cap-3530/ban-can-ho-cao-cap-co-nha-o-lien-gia-re-nhat-quan-6321357
10.75516,106.71840,80,"2,7",can-ho-ban-chung-cu-cao-cap-3530,Mặt Tiền Nguyễn Tất Thành ,Phường 18,Quận 4,TP.Hồ Chí Minh,http://www.muabannhadat.vn/can-ho-ban-chung-cu-cao-cap-3530/ban-can-ho-voi-3-mat-view-song-da-ban-giao-nha-6253645
10.75520,106.71906,80,"2,9",can-ho-ban-chung-cu-cao-cap-3530,Nguyễn Tất Thành ,Phường 18,Quận 4,TP.Hồ Chí Minh,http://www.muabannhadat.vn/can-ho-ban-chung-cu-cao-cap-3530/ban-can-ho-trung-tam-q4-ngay-sat-q1-da-nhan-nha-nh-6260803
10.76168,106.69937,74,"3,5",can-ho-ban-chung-cu-cao-cap-3530,155 Bến Vân Đồn ,Phường 06,Quận 4,TP.Hồ Chí Minh,http://www.muabannhadat.vn/can-ho-ban-chung-cu-cao-cap-3530/chinh-chu-can-ban-lai-can-ho-river-gate-ben-van-do-6151020
10.80801,106.73241,88,"2,9",can-ho-ban-chung-cu-cao-cap-3530,Đường Số 66 Thảo Điền ,Phường Thảo Ðiền,Quận 2,TP.Hồ Chí Minh,http://www.muabannhadat.vn/can-ho-ban-chung-cu-cao-cap-3530/can-ban-can-ho-tropic-2pn-88m2-view-song-2-9-ty-hd-6215557
0.0,0.0,90,8,can-ho-ban-chung-cu-cao-cap-3530,2 tôn đức thắng quận 1(bến cảng) ,Phường Bến Nghé,Quận 1,TP.Hồ Chí Minh,http://www.muabannhadat.vn/can-ho-ban-chung-cu-cao-cap-3530/luxury-6-6130188
10.75673,106.71832,81,"2,95",can-ho-ban-chung-cu-cao-cap-3530,504 Nguyễn Tất Thành ,Phường 18,Quận 4,TP.Hồ Chí Minh,http://www.muabannhadat.vn/can-ho-ban-chung-cu-cao-cap-3530/ban-giao-can-ho-riva-park-gia-chu-dau-tu-du-an-vie-6268165
10.75499,106.71840,80,"2,7",can-ho-ban-chung-cu-cao-cap-3530,Mặt Tiền Nguyễn Tất Thành ,Phường 18,Quận 4,TP.Hồ Chí Minh,http://www.muabannhadat.vn/can-ho-ban-chung-cu-cao-cap-3530/ban-can-ho-cao-cap-nhan-nha-o-ngay-gan-trung-tam-q-6296981
10.80801,106.73241,76,17,can-ho-cho-thue-chung-cu-cao-cap-3551, ,Phường Thảo Ðiền,Quận 2,TP.Hồ Chí Minh,http://www.muabannhadat.vn/can-ho-cho-thue-chung-cu-cao-cap-3551/can-ho-tropic-garden-q2-dang-trong-can-cho-thue-17-6020019
10.77887,106.69893,111,"8,268",can-ho-ban-chung-cu-3529,2 Tôn Đức Thắng ,Phường Bến Nghé,Quận 1,TP.Hồ Chí Minh,http://www.muabannhadat.vn/can-ho-ban-chung-cu-3529/ch-3pn-gia-re-nhat-vinhomes-golden-river-mien-phi-5542441
10.80801,106.73241,76,"3,4",can-ho-ban-chung-cu-cao-cap-3530,66 Đường Số 2 ,Phường Thảo Ðiền,Quận 2,TP.Hồ Chí Minh,http://www.muabannhadat.vn/can-ho-ban-chung-cu-cao-cap-3530/can-ban-hoac-cho-thue-can-tropic-garden-q2-6019918
10.79321,106.72024,70,22,can-ho-cho-thue-chung-cu-cao-cap-3551,208 Nguyễn Hữu Cảnh ,Phường 22,Quận Bình Thạnh,TP.Hồ Chí Minh,http://www.muabannhadat.vn/can-ho-cho-thue-chung-cu-cao-cap-3551/cho-thue-can-ho-vinhomes-5423292
10.36709,107.10455,72,"1,2",can-ho-ban-chung-cu-cao-cap-3530,"110 Cao ốc DIC Phoenix, TT Đô thị chí linh, P. Nguyễn An Ninh, TP Vũng tàu ",Phường Nguyễn An Ninh,Tp. Vũng Tàu,Bà Rịa Vũng Tàu,http://www.muabannhadat.vn/can-ho-ban-chung-cu-cao-cap-3530/can-ho-dic-phoenix-vung-tau-vi-tri-dac-dia-view-de-6012409
10.74007,106.61715,49,"1,2",can-ho-ban-chung-cu-cao-cap-3530,Kinh Dương Vương Hồ Chí Minh ,Phường An Lạc A,Quận Bình Tân,TP.Hồ Chí Minh,http://www.muabannhadat.vn/can-ho-ban-chung-cu-cao-cap-3530/ban-ch-van-phong-tren-tang-3-4-view-ho-boi-gia-1-t-6325189
10.79523,106.62174,90,"1,45",can-ho-ban-chung-cu-cao-cap-3530, ,Phường Tân Quý,Quận Tân Phú,TP.Hồ Chí Minh,http://www.muabannhadat.vn/can-ho-ban-chung-cu-cao-cap-3530/can-ban-gap-can-ho-khang-gia-tan-huong-1-45-ty-5176300
10.76168,106.69937,110,5,can-ho-ban-chung-cu-cao-cap-3530,155 Bến Vân Đồn ,Phường 06,Quận 4,TP.Hồ Chí Minh,http://www.muabannhadat.vn/can-ho-ban-chung-cu-cao-cap-3530/chinh-chu-can-ban-lai-can-ho-river-gate-ben-van-do-6184393
10.80801,106.73241,70,20,can-ho-cho-thue-chung-cu-3550, ,Phường Thảo Ðiền,Quận 2,TP.Hồ Chí Minh,http://www.muabannhadat.vn/can-ho-cho-thue-chung-cu-3550/cho-thue-can-ho-tropic-garden-lau-7-p-thao-dien-q2-6116076
10.80801,106.73241,88,21,can-ho-cho-thue-chung-cu-3550, ,Phường Thảo Ðiền,Quận 2,TP.Hồ Chí Minh,http://www.muabannhadat.vn/can-ho-cho-thue-chung-cu-3550/cho-thue-can-ho-tropic-garden-quan-2-2pn-va-3pn-da-6305379
10.77887,106.69893,78,"7,18",can-ho-ban-chung-cu-cao-cap-3530,Nguyễn Hữu Cảnh Hồ Chí Minh ,Phường Bến Nghé,Quận 1,TP.Hồ Chí Minh,http://www.muabannhadat.vn/can-ho-ban-chung-cu-cao-cap-3530/can-ho-sieu-sang-nam-trong-long-quan-1-vinhomes-go-6174862
10.74422,106.69938,114,"4,3",can-ho-ban-chung-cu-cao-cap-3530, ,Phường Tân Hưng,Quận 7,TP.Hồ Chí Minh,http://www.muabannhadat.vn/can-ho-ban-chung-cu-cao-cap-3530/di-nuoc-ngoai-chuyen-nhuong-lai-can-ho-sunrise-cit-5820055
10.77188,106.76349,59,"2,8",can-ho-ban-chung-cu-cao-cap-3530, ,Phường Thạnh Mỹ Lợi,Quận 2,TP.Hồ Chí Minh,http://www.muabannhadat.vn/can-ho-ban-chung-cu-cao-cap-3530/can-ho-1pn-cuoi-cung-gia-tot-nhat-tai-vista-verde-6267704
10.80801,106.73241,112,"3,7",can-ho-ban-chung-cu-cao-cap-3530,Đường Số 66 Thảo Điền ,Phường Thảo Ðiền,Quận 2,TP.Hồ Chí Minh,http://www.muabannhadat.vn/can-ho-ban-chung-cu-cao-cap-3530/chinh-chu-can-ban-tropic-3pn-112m2-full-noi-that-g-6121572
10.95430,106.49358,220,"12,6",can-ho-ban-chung-cu-cao-cap-3530,66 Đường ,Phường Thảo Ðiền,Quận 2,TP.Hồ Chí Minh,http://www.muabannhadat.vn/can-ho-ban-chung-cu-cao-cap-3530/toi-can-ban-can-penthouse-tropic-garden-220m2-3pn-6315506
10.76222,106.69891,30,10,can-ho-cho-thue-chung-cu-3550,155 Bến Vân Đồn ,Phường 06,Quận 4,TP.Hồ Chí Minh,http://www.muabannhadat.vn/can-ho-cho-thue-chung-cu-3550/cho-thue-can-ho-river-gate-residence-cach-trung-ta-6328332
10.79321,106.72024,140,23,can-ho-cho-thue-chung-cu-cao-cap-3551,"208 Nguyễn Hữu Cảnh, Phường 22, Quận Bình Thạnh, Tp. Hồ Chí Minh. ",Phường 22,Quận Bình Thạnh,TP.Hồ Chí Minh,http://www.muabannhadat.vn/can-ho-cho-thue-chung-cu-cao-cap-3551/cho-thue-can-ho-vinhomes-central-park-6195770
21.02216,105.77166,62,"1,1",can-ho-ban-chung-cu-cao-cap-3530,Trần Hữu Dực Mỹ Đình 1 ,Phường Mỹ Đình 1,Quận Nam Từ Liêm,TP.Hà Nội,http://www.muabannhadat.vn/can-ho-ban-chung-cu-cao-cap-3530/chay-hang-toa-can-ho-hoa-hau-du-an-hateco-apollo-c-6323529
21.06798,105.83556,36,"2,75",nha-ban-khac-3592,"Số 6A, ngõ 94, đường Âu Cơ, Tây Hồ, Hà Nội. ",Phường Tứ Liên,Quận Tây Hồ,TP.Hà Nội,http://www.muabannhadat.vn/nha-ban-khac-3592/ban-nha-rieng-tai-so-6a-ngo-94-duong-au-co-tay-ho-6285443
10.77188,106.76349,108,"3,9",can-ho-ban-chung-cu-3529,Đồng văn Cống ,Phường Thạnh Mỹ Lợi,Quận 2,TP.Hồ Chí Minh,http://www.muabannhadat.vn/can-ho-ban-chung-cu-3529/chuyen-nhuong-can-ho-vista-verde-3pn-108m2-gia-ban-6314387
10.37494,107.11082,108,"1,9",can-ho-ban-chung-cu-3529,"Đường 3/2 khu đô thị chí linh, tp vũng tàu ",Phường Nguyễn An Ninh,Tp. Vũng Tàu,Bà Rịa Vũng Tàu,http://www.muabannhadat.vn/can-ho-ban-chung-cu-3529/dic-poenix-vung-tau-vi-tri-vang-mua-can-ho-tang-va-4507102
10.83170,106.75614,68,"1,2",can-ho-ban-chung-cu-cao-cap-3530, ,Phường Trường Thọ,Quận Thủ Đức,TP.Hồ Chí Minh,http://www.muabannhadat.vn/can-ho-ban-chung-cu-cao-cap-3530/ban-can-ho-cc-nhat-thu-duc-gia-tot-nhat-khu-vuc-4957390
10.76232,106.69885,30,"16,5",can-ho-cho-thue-chung-cu-3550,155 Bến Vân Đồn ,Phường 06,Quận 4,TP.Hồ Chí Minh,http://www.muabannhadat.vn/can-ho-cho-thue-chung-cu-3550/cho-thue-can-ho-river-gate-16-5tr-th-1pn-6323370
10.77618,106.75977,74,20,can-ho-cho-thue-chung-cu-cao-cap-3551,Đồng Văn Cống Quận 2 ,Phường Thạnh Mỹ Lợi,Quận 2,TP.Hồ Chí Minh,http://www.muabannhadat.vn/can-ho-cho-thue-chung-cu-cao-cap-3551/can-ho-vista-verde-cho-thue-2pn-dt-74m2-6319492
10.78845,106.76796,66,"7,2",can-ho-cho-thue-chung-cu-3550,383 Nguyễn Duy Trinh ,Phường Bình Trưng Tây,Quận 2,TP.Hồ Chí Minh,http://www.muabannhadat.vn/can-ho-cho-thue-chung-cu-3550/du-an-can-ho-la-astoria-q-2-thiet-ke-lung-nhu-nha-6307664
10.80508,106.61903,69,"1,7",can-ho-ban-chung-cu-cao-cap-3530, ,Phường Sơn Kỳ,Quận Tân Phú,TP.Hồ Chí Minh,http://www.muabannhadat.vn/can-ho-ban-chung-cu-cao-cap-3530/can-ho-celadon-city-gia-re-nhat-1-7-ty-5481092
21.05301,105.81075,42,"4,3",nha-ban-khac-3592,530 Thụy Khuê ,Phường Bưởi,Quận Tây Hồ,TP.Hà Nội,http://www.muabannhadat.vn/nha-ban-khac-3592/ban-nha-530-thuy-khue-42m2-x-5-tang-moi-tinh-gia-4-5363472
21.02776,105.83416,114,"2,967",can-ho-ban-chung-cu-cao-cap-3530, ,Phường Mỗ Lao,Quận Hà Đông,TP.Hà Nội,http://www.muabannhadat.vn/can-ho-ban-chung-cu-cao-cap-3530/mulberry-lane-chi-dong-900tr-nhan-nha-o-ngay-trong-6310233
10.75745,106.58688,54,865,can-ho-ban-chung-cu-cao-cap-3530,Đường số 7 Bình Tân ,Phường Tân Tạo,Quận Bình Tân,TP.Hồ Chí Minh,http://www.muabannhadat.vn/can-ho-ban-chung-cu-cao-cap-3530/so-huu-can-ho-gia-re-binh-tan-gia-865-trieu-can-da-6064816
10.79321,106.72024,58,10,can-ho-cho-thue-chung-cu-cao-cap-3551,Vinhomes Central Park Phường 22 ,Phường 22,Quận Bình Thạnh,TP.Hồ Chí Minh,http://www.muabannhadat.vn/can-ho-cho-thue-chung-cu-cao-cap-3551/chuyen-cho-thue-can-ho-vinhomes-central-park-6268186
10.77188,106.76349,54,"1,92",can-ho-ban-chung-cu-cao-cap-3530,"2 Phan Văn Đáng, Thạnh Mỹ Lợi, Hồ Chí Minh, Việt Nam ",Phường Thạnh Mỹ Lợi,Quận 2,TP.Hồ Chí Minh,http://www.muabannhadat.vn/can-ho-ban-chung-cu-cao-cap-3530/ket-tien-ban-nhanh-can-1pn-vista-verde-4713120
10.82745,106.72564,54,"1,1",can-ho-ban-chung-cu-cao-cap-3530, ,Phường Hiệp Bình Chánh,Quận Thủ Đức,TP.Hồ Chí Minh,http://www.muabannhadat.vn/can-ho-ban-chung-cu-cao-cap-3530/so-huu-can-ho-resort-ven-song-lon-nhat-tai-q-thu-d-6292688
0.0,0.0,62,13,can-ho-cho-thue-chung-cu-3550,khu 12 Nguyễn Hữu Thọ. Phước Kiển. Nhà Bè ,Xã Phước Kiển,Huyện Nhà Bè,TP.Hồ Chí Minh,http://www.muabannhadat.vn/can-ho-cho-thue-chung-cu-3550/can-cho-thue-can-ho-cao-cap-the-park-residence-6022833
10.79321,106.72024,54,10,can-ho-cho-thue-chung-cu-cao-cap-3551,"208 Nguyễn Hữu Cảnh, Phường 22, Quận Bình Thạnh, Tp. Hồ CHí Minh. ",Phường 22,Quận Bình Thạnh,TP.Hồ Chí Minh,http://www.muabannhadat.vn/can-ho-cho-thue-chung-cu-cao-cap-3551/cho-thue-hoac-ban-can-ho-vinhomes-central-park-6195777
20.98720,105.78522,127,"2,967",can-ho-ban-chung-cu-3529, ,Phường Mộ Lao,Quận Hà Đông,TP.Hà Nội,http://www.muabannhadat.vn/can-ho-ban-chung-cu-3529/mulberry-lane-dong-gia-giam-sau-nhat-chi-22tr-m2-d-6294769
10.79475,106.72199,63,12,can-ho-cho-thue-chung-cu-cao-cap-3551,Vinhomes Central Park Phường 22 ,Phường 22,Quận Bình Thạnh,TP.Hồ Chí Minh,http://www.muabannhadat.vn/can-ho-cho-thue-chung-cu-cao-cap-3551/cho-thue-can-ho-gia-canh-tranh-vihomes-central-par-6328701
10.79757,106.80281,55,"1,35",can-ho-ban-chung-cu-cao-cap-3530, ,Phường Phú Hữu,Quận 9,TP.Hồ Chí Minh,http://www.muabannhadat.vn/can-ho-ban-chung-cu-cao-cap-3530/can-ho-cao-cap-saigon-gateway-gia-sock-chi-tu-1-35-6142063
20.98716,105.78519,107,"2,9",can-ho-ban-chung-cu-cao-cap-3530, ,Phường Mộ Lao,Quận Hà Đông,TP.Hà Nội,http://www.muabannhadat.vn/can-ho-ban-chung-cu-cao-cap-3530/mulberry-lane-chi-25tr-m2-so-huu-can-ho-view-dong-6310834
21.04269,105.81965,40,4,nha-ban-khac-3592,Thụy Khuê Tây Hồ ,Phường Thụy Khê,Quận Tây Hồ,TP.Hà Nội,http://www.muabannhadat.vn/nha-ban-khac-3592/ban-nha-thuy-khue-tay-ho-dien-tich-40m2-5-tang-xay-6286540
10.70289,106.70856,72,"1,8",can-ho-ban-chung-cu-3529,Nguyễn Hữu Thọ Hồ Chí Minh ,Xã Phước Kiểng,Huyện Nhà Bè,TP.Hồ Chí Minh,http://www.muabannhadat.vn/can-ho-ban-chung-cu-3529/ket-tien-ban-gap-can-ho-the-park-residence-73m2-2p-6188718
10.69329,106.74142,60,"1,5",can-ho-ban-chung-cu-3529,Nguyễn Hữu Thọ Hồ Chí Minh ,Thị Trấn Nhà Bè,Huyện Nhà Bè,TP.Hồ Chí Minh,http://www.muabannhadat.vn/can-ho-ban-chung-cu-3529/ban-nhieu-can-ho-the-park-residence-58m2-62m2-va-7-6188678
10.79321,106.72024,126,"6,8",can-ho-ban-chung-cu-cao-cap-3530,"208 Nguyễn Hữu Cảnh, Phường 22, Quận Bình Thạnh, Tp. Hồ Chí Minh ",Phường 22,Quận Bình Thạnh,TP.Hồ Chí Minh,http://www.muabannhadat.vn/can-ho-ban-chung-cu-cao-cap-3530/ban-can-ho-vinhomes-central-park-6195745
10.79475,106.72199,108,5,can-ho-ban-chung-cu-cao-cap-3530,Vinhomes Central Park Phường 22 ,Phường 22,Quận Bình Thạnh,TP.Hồ Chí Minh,http://www.muabannhadat.vn/can-ho-ban-chung-cu-cao-cap-3530/ban-gia-goc-can-ho-1-2-3-4-pn-chu-nha-rut-von-6328787
10.79113,106.79486,55,"1,9",can-ho-ban-chung-cu-3529,Nguyễn Duy Trinh Hồ Chí Minh ,Phường Bình Trưng Tây,Quận 2,TP.Hồ Chí Minh,http://www.muabannhadat.vn/can-ho-ban-chung-cu-3529/ban-gap-can-ho-la-astoria-gd2-duong-nguyen-duy-tri-6305129
0.0,0.0,80,"2,25",can-ho-ban-chung-cu-3529,30 Bờ Bao Tân Thắng ,Phường Sơn Kỳ,Quận Tân Phú,TP.Hồ Chí Minh,http://www.muabannhadat.vn/can-ho-ban-chung-cu-3529/ban-lai-can-ho-celadon-3pn-gia-chi-2-25-ty-5696144
10.78359,106.66333,70,8,nha-ban-khac-3592,101/38 Bắc Hải ,Phường 15,Quận 10,TP.Hồ Chí Minh,http://www.muabannhadat.vn/nha-ban-khac-3592/cho-thue-nha-chung-cu-nguyen-can-6317748
10.71012,106.70860,62,"8,5",can-ho-cho-thue-chung-cu-cao-cap-3551,Nguyễn Hữu Thọ Hồ Chí Minh ,Xã Phước Kiển,Huyện Nhà Bè,TP.Hồ Chí Minh,http://www.muabannhadat.vn/can-ho-cho-thue-chung-cu-cao-cap-3551/can-cho-thue-nhanh-ch-the-park-residence-gia-chi-8-6330335
21.00434,105.80315,134,17,can-ho-cho-thue-chung-cu-cao-cap-3551,Lê Văn Lương Hà Nội ,Phường Trung Hoà,Quận Cầu Giấy,TP.Hà Nội,http://www.muabannhadat.vn/can-ho-cho-thue-chung-cu-cao-cap-3551/xem-nha-ngay-can-ho-134m2-times-tower-nha-dep-moi-6326885
10.78845,106.76796,81,"8,9",can-ho-cho-thue-chung-cu-3550,383 Nguyễn Duy Trinh ,Phường Bình Trưng Tây,Quận 2,TP.Hồ Chí Minh,http://www.muabannhadat.vn/can-ho-cho-thue-chung-cu-3550/can-ho-co-gac-lung-cao-cap-la-astoria-ngay-trung-t-6317662
21.02776,105.83416,114,"2,967",can-ho-ban-chung-cu-3529, ,Phường Mỗ Lao,Quận Hà Đông,TP.Hà Nội,http://www.muabannhadat.vn/can-ho-ban-chung-cu-3529/can-ban-can-b10-3-du-an-mulberry-lane-114m2-full-n-6320199
10.79321,106.72024,50,"2,5",can-ho-ban-chung-cu-3529,190 Nguyễn Hữu Cảnh  ,Phường 22,Quận Bình Thạnh,TP.Hồ Chí Minh,http://www.muabannhadat.vn/can-ho-ban-chung-cu-3529/2-5-ty-so-huu-can-ho-5-sao-vinhomes-central-park-4485817
10.84418,106.77229,65,"1,6",can-ho-ban-chung-cu-cao-cap-3530,Xa lộ Hà Nội Hồ Chí Minh ,Phường Hiệp Phú,Quận 9,TP.Hồ Chí Minh,http://www.muabannhadat.vn/can-ho-ban-chung-cu-cao-cap-3530/can-ho-saigon-gateway-mat-tien-xa-lo-ha-noi-doi-di-6132148
10.77360,106.65997,16,"1,82",nha-ban-khac-3592,3 Tháng 2 Quận 10 ,Phường 14,Quận 10,TP.Hồ Chí Minh,http://www.muabannhadat.vn/nha-ban-khac-3592/ban-nha-duong-3-thang-2-quan-10-6327329
10.78845,106.76796,66,"7,2",can-ho-cho-thue-chung-cu-3550,383 Nguyễn Duy Trinh ,Phường Bình Trưng Tây,Quận 2,TP.Hồ Chí Minh,http://www.muabannhadat.vn/can-ho-cho-thue-chung-cu-3550/du-an-can-ho-la-astoria-q-2-thiet-ke-lung-nhu-nha-6307568
10.79113,106.79486,55,"1,9",can-ho-ban-chung-cu-3529,Nguyễn Duy Trinh Hồ Chí Minh ,Phường Bình Trưng Ðông,Quận 2,TP.Hồ Chí Minh,http://www.muabannhadat.vn/can-ho-ban-chung-cu-3529/ban-gap-can-ho-la-astoria-gd2-duong-nguyen-duy-tri-6271833
10.78204,106.66590,61,"7,9",nha-ban-khac-3592, ,Phường 15,Quận 10,TP.Hồ Chí Minh,http://www.muabannhadat.vn/nha-ban-khac-3592/vo-no-ban-nha-mat-tien-ba-vi-dt-3-3-19m-no-hau-gia-6329797
10.77188,106.76349,63,"8,5",can-ho-cho-thue-chung-cu-3550, ,Phường Thạnh Mỹ Lợi,Quận 2,TP.Hồ Chí Minh,http://www.muabannhadat.vn/can-ho-cho-thue-chung-cu-3550/cho-thue-ch-quan-2-cbd-full-noi-that-8-5tr-thang-5973560
10.78845,106.76796,80,"8,8",can-ho-cho-thue-chung-cu-3550,383 Nguyễn Duy Trinh ,Phường Bình Trưng Tây,Quận 2,TP.Hồ Chí Minh,http://www.muabannhadat.vn/can-ho-cho-thue-chung-cu-3550/can-ho-gac-lung-cao-cap-cho-thue-gia-tot-giao-thon-6312896
10.70289,106.70856,85,9,can-ho-cho-thue-chung-cu-3550,Nguyễn Hữu Thọ Hồ Chí Minh ,Xã Phước Kiểng,Huyện Nhà Bè,TP.Hồ Chí Minh,http://www.muabannhadat.vn/can-ho-cho-thue-chung-cu-3550/cho-thue-ch-hoang-anh-gia-lai-3-can-2pn-9tr-th-can-6247769
10.80508,106.61903,191,"1,5",can-ho-ban-chung-cu-3529,30 Bờ Bao Tân Thắng ,Phường Sơn Kỳ,Quận Tân Phú,TP.Hồ Chí Minh,http://www.muabannhadat.vn/can-ho-ban-chung-cu-3529/can-ho-thong-minh-dau-tien-tai-tan-phu-gia-1-5-ty-5704224
10.76851,106.67041,54,"5,8",nha-ban-khac-3592, ,Phường 10,Quận 10,TP.Hồ Chí Minh,http://www.muabannhadat.vn/nha-ban-khac-3592/nha-hxh-702-dien-bien-phu-p10-quan-10-5-8-ty-6330137
10.71012,106.70860,58,"6,5",can-ho-cho-thue-chung-cu-3550,Nguyễn Hữu Thọ Hồ Chí Minh ,Xã Phước Kiển,Huyện Nhà Bè,TP.Hồ Chí Minh,http://www.muabannhadat.vn/can-ho-cho-thue-chung-cu-3550/chinh-chu-cho-thue-ch-the-park-residence-chi-6-5-t-6315436
10.78368,106.75555,70,"1,55",can-ho-ban-chung-cu-3529,383 Nguyễn Duy Trinh ,Phường Bình Trưng Tây,Quận 2,TP.Hồ Chí Minh,http://www.muabannhadat.vn/can-ho-ban-chung-cu-3529/nhuong-lai-can-ho-co-lung-la-astoria-70m2-5426804
10.71012,106.70860,100,"10,5",can-ho-cho-thue-chung-cu-3550,Nguyễn Hữu Thọ Hồ Chí Minh ,Xã Phước Kiểng,Huyện Nhà Bè,TP.Hồ Chí Minh,http://www.muabannhadat.vn/can-ho-cho-thue-chung-cu-3550/cho-thue-can-ho-hoang-anh-gia-lai-3-new-saigon-2-p-6316869
10.71012,106.70860,99,9,can-ho-cho-thue-chung-cu-3550,Nguyễn Hữu Thọ Hồ Chí Minh ,Xã Phước Kiển,Huyện Nhà Bè,TP.Hồ Chí Minh,http://www.muabannhadat.vn/can-ho-cho-thue-chung-cu-3550/cho-thue-ch-hoang-anh-gia-lai-3-can-2pn-9tr-th-can-6316823
10.79160,106.71189,78,"2,26",can-ho-ban-chung-cu-3529, ,Phường 19,Quận Bình Thạnh,TP.Hồ Chí Minh,http://www.muabannhadat.vn/can-ho-ban-chung-cu-3529/ban-can-ho-chung-cu-pham-viet-chanh-78m2-3pn-2wc-g-6241676
10.81494,106.69231,86,"2,5",can-ho-ban-chung-cu-cao-cap-3530, ,Phường 11,Quận Bình Thạnh,TP.Hồ Chí Minh,http://www.muabannhadat.vn/can-ho-ban-chung-cu-cao-cap-3530/ban-can-ho-saigon-pearl-toa-nha-ruby2-view-song-sa-6169893
10.70289,106.70856,56,15,can-ho-cho-thue-chung-cu-3550,Nguyễn Hữu Thọ Hồ Chí Minh ,Xã Phước Kiểng,Huyện Nhà Bè,TP.Hồ Chí Minh,http://www.muabannhadat.vn/can-ho-cho-thue-chung-cu-3550/cho-thue-can-ho-sunrise-city-doi-dien-sieu-thi-lot-6252599
10.71012,106.70860,120,12,can-ho-cho-thue-chung-cu-3550,Nguyễn Hữu Thọ Hồ Chí Minh ,Xã Phước Kiển,Huyện Nhà Bè,TP.Hồ Chí Minh,http://www.muabannhadat.vn/can-ho-cho-thue-chung-cu-3550/cho-thue-can-ho-hoang-anh-gia-lai-3-new-sai-gon-da-6316801
